,PCP_PC,PCP_PO,PCP_NP,PCP_CY,PCP_AR,PCP_BS,PCP_HB,PCP_HL,PCP_SC,PCP_SM,PCP_LR,type
7955,0.123,0.183,0.507,0.047,0.08,0.123,0.513,0.22,0.027,0.517,0.483,nonDRNA
7956,0.115,0.213,0.542,0.04,0.059,0.115,0.557,0.174,0.055,0.573,0.427,nonDRNA
7957,0.156,0.181,0.444,0.05,0.138,0.156,0.425,0.275,0.056,0.394,0.606,nonDRNA
7958,0.134,0.186,0.518,0.059,0.103,0.134,0.494,0.235,0.037,0.528,0.472,nonDRNA
7959,0.142,0.185,0.497,0.046,0.094,0.142,0.503,0.217,0.011,0.466,0.534,nonDRNA
7960,0.099,0.171,0.497,0.036,0.059,0.099,0.444,0.164,0.016,0.579,0.421,nonDRNA
7961,0.136,0.206,0.443,0.022,0.11,0.136,0.469,0.241,0.039,0.461,0.539,nonDRNA
7962,0.134,0.137,0.579,0.04,0.081,0.134,0.526,0.209,0.037,0.511,0.489,nonDRNA
7963,0.161,0.215,0.45,0.042,0.089,0.161,0.459,0.233,0.038,0.496,0.504,nonDRNA
7964,0.156,0.19,0.484,0.036,0.079,0.156,0.481,0.239,0.057,0.421,0.579,nonDRNA
7965,0.17,0.17,0.481,0.075,0.075,0.17,0.519,0.283,0.075,0.462,0.538,nonDRNA
7966,0.156,0.137,0.561,0.093,0.068,0.156,0.546,0.278,0.039,0.459,0.541,nonDRNA
7967,0.125,0.208,0.547,0.052,0.109,0.125,0.531,0.198,0.016,0.516,0.484,nonDRNA
7968,0.153,0.217,0.429,0.031,0.106,0.153,0.46,0.226,0.045,0.423,0.577,nonDRNA
7969,0.143,0.151,0.537,0.052,0.078,0.143,0.505,0.229,0.04,0.511,0.489,nonDRNA
7970,0.116,0.184,0.588,0.056,0.056,0.116,0.562,0.236,0.056,0.592,0.408,nonDRNA
7971,0.145,0.225,0.493,0.056,0.066,0.145,0.505,0.233,0.056,0.505,0.495,nonDRNA
7972,0.127,0.191,0.512,0.03,0.13,0.127,0.479,0.2,0.03,0.509,0.491,nonDRNA
7973,0.105,0.148,0.621,0.043,0.051,0.105,0.566,0.191,0.02,0.582,0.418,nonDRNA
7974,0.094,0.229,0.547,0.065,0.082,0.094,0.576,0.188,0.053,0.565,0.435,nonDRNA
7975,0.082,0.227,0.532,0.048,0.085,0.082,0.55,0.163,0.027,0.526,0.474,nonDRNA
7976,0.148,0.175,0.482,0.054,0.121,0.148,0.475,0.245,0.039,0.451,0.549,nonDRNA
7977,0.116,0.208,0.518,0.066,0.121,0.116,0.522,0.241,0.029,0.507,0.493,nonDRNA
7978,0.15,0.189,0.53,0.045,0.057,0.15,0.491,0.225,0.048,0.525,0.475,nonDRNA
7979,0.13,0.19,0.498,0.04,0.095,0.13,0.51,0.225,0.02,0.466,0.534,nonDRNA
7980,0.126,0.218,0.49,0.078,0.11,0.126,0.494,0.246,0.02,0.496,0.504,nonDRNA
7981,0.163,0.195,0.488,0.072,0.056,0.163,0.469,0.249,0.039,0.51,0.49,nonDRNA
7982,0.105,0.161,0.608,0.061,0.056,0.105,0.547,0.19,0.038,0.57,0.43,nonDRNA
7983,0.109,0.15,0.559,0.016,0.053,0.109,0.538,0.19,0.049,0.563,0.437,nonDRNA
7984,0.142,0.194,0.483,0.038,0.133,0.142,0.441,0.251,0.014,0.427,0.573,nonDRNA
7985,0.125,0.191,0.51,0.069,0.087,0.125,0.476,0.233,0.031,0.562,0.438,nonDRNA
7986,0.126,0.187,0.532,0.065,0.09,0.126,0.541,0.225,0.068,0.472,0.528,nonDRNA
7987,0.15,0.159,0.55,0.086,0.086,0.15,0.541,0.255,0.032,0.482,0.518,nonDRNA
7988,0.149,0.199,0.472,0.043,0.093,0.149,0.478,0.255,0.025,0.46,0.54,nonDRNA
7989,0.095,0.248,0.538,0.069,0.084,0.095,0.592,0.168,0.034,0.473,0.527,nonDRNA
7990,0.118,0.15,0.555,0.04,0.075,0.118,0.555,0.181,0.022,0.545,0.455,nonDRNA
7991,0.123,0.14,0.581,0.03,0.03,0.123,0.522,0.199,0.04,0.542,0.458,nonDRNA
7992,0.114,0.196,0.559,0.049,0.061,0.114,0.563,0.184,0.049,0.571,0.429,nonDRNA
7993,0.139,0.178,0.521,0.074,0.112,0.139,0.527,0.243,0.053,0.47,0.53,nonDRNA
7994,0.153,0.153,0.556,0.032,0.083,0.153,0.511,0.191,0.019,0.473,0.527,nonDRNA
7995,0.083,0.228,0.559,0.055,0.09,0.083,0.462,0.172,0.007,0.579,0.421,nonDRNA
7996,0.112,0.144,0.612,0.05,0.069,0.112,0.575,0.181,0.05,0.538,0.462,nonDRNA
7997,0.127,0.226,0.466,0.038,0.094,0.127,0.501,0.207,0.045,0.461,0.539,nonDRNA
7998,0.104,0.281,0.385,0.01,0.052,0.104,0.458,0.167,0.042,0.417,0.583,nonDRNA
7999,0.071,0.254,0.585,0.053,0.109,0.071,0.657,0.181,0.055,0.464,0.536,nonDRNA
8000,0.117,0.216,0.5,0.062,0.106,0.117,0.5,0.225,0.039,0.506,0.494,nonDRNA
8001,0.1,0.167,0.593,0.039,0.067,0.1,0.576,0.18,0.048,0.561,0.439,nonDRNA
8002,0.032,0.462,0.39,0.059,0.059,0.032,0.62,0.124,0.029,0.717,0.283,nonDRNA
8003,0.121,0.17,0.487,0.044,0.082,0.121,0.477,0.25,0.039,0.482,0.518,nonDRNA
8004,0.116,0.178,0.473,0.048,0.068,0.116,0.452,0.212,0.062,0.459,0.541,nonDRNA
8005,0.144,0.167,0.55,0.039,0.056,0.144,0.55,0.2,0.039,0.522,0.478,nonDRNA
8006,0.133,0.219,0.479,0.044,0.084,0.133,0.498,0.207,0.042,0.498,0.502,nonDRNA
8007,0.13,0.193,0.553,0.056,0.087,0.13,0.516,0.193,0.037,0.522,0.478,nonDRNA
8008,0.122,0.235,0.517,0.03,0.083,0.122,0.5,0.178,0.035,0.53,0.47,nonDRNA
8009,0.126,0.163,0.548,0.062,0.062,0.126,0.561,0.221,0.041,0.548,0.452,nonDRNA
8010,0.14,0.102,0.584,0.102,0.085,0.14,0.563,0.266,0.051,0.536,0.464,nonDRNA
8011,0.142,0.216,0.461,0.06,0.086,0.142,0.466,0.254,0.013,0.478,0.522,nonDRNA
8012,0.141,0.188,0.578,0.035,0.164,0.141,0.578,0.195,0.055,0.414,0.586,nonDRNA
8013,0.161,0.189,0.413,0.026,0.076,0.161,0.395,0.287,0.013,0.505,0.495,nonDRNA
8014,0.064,0.321,0.481,0.041,0.09,0.064,0.499,0.178,0.035,0.653,0.347,nonDRNA
8015,0.064,0.315,0.487,0.041,0.093,0.064,0.499,0.178,0.032,0.647,0.353,nonDRNA
8016,0.267,0.172,0.457,0.034,0.052,0.267,0.448,0.31,0.009,0.414,0.586,nonDRNA
8017,0.113,0.237,0.464,0.041,0.113,0.113,0.485,0.206,0.052,0.557,0.443,nonDRNA
8018,0.079,0.198,0.633,0.058,0.137,0.079,0.649,0.182,0.05,0.456,0.544,nonDRNA
8019,0.134,0.191,0.5,0.044,0.078,0.134,0.5,0.212,0.034,0.556,0.444,nonDRNA
8020,0.15,0.257,0.428,0.005,0.123,0.15,0.476,0.225,0.053,0.342,0.658,nonDRNA
8021,0.137,0.168,0.512,0.031,0.069,0.137,0.519,0.213,0.052,0.485,0.515,nonDRNA
8022,0.127,0.23,0.48,0.045,0.076,0.127,0.505,0.211,0.027,0.471,0.529,nonDRNA
8023,0.134,0.231,0.477,0.066,0.106,0.134,0.509,0.234,0.046,0.503,0.497,nonDRNA
8024,0.106,0.21,0.535,0.074,0.079,0.106,0.531,0.227,0.029,0.565,0.435,nonDRNA
8025,0.126,0.192,0.49,0.06,0.053,0.126,0.444,0.232,0.033,0.523,0.477,nonDRNA
8026,0.111,0.233,0.526,0.06,0.096,0.111,0.552,0.199,0.031,0.495,0.505,nonDRNA
8027,0.074,0.159,0.709,0.053,0.132,0.074,0.646,0.164,0.032,0.46,0.54,nonDRNA
8028,0.109,0.204,0.551,0.041,0.068,0.109,0.551,0.184,0.027,0.49,0.51,nonDRNA
8029,0.099,0.235,0.466,0.04,0.098,0.099,0.476,0.239,0.023,0.587,0.413,nonDRNA
8030,0.124,0.188,0.49,0.052,0.107,0.124,0.484,0.232,0.032,0.514,0.486,nonDRNA
8031,0.101,0.187,0.576,0.065,0.047,0.101,0.532,0.198,0.025,0.529,0.471,nonDRNA
8032,0.147,0.22,0.44,0.02,0.073,0.147,0.493,0.247,0.073,0.52,0.48,nonDRNA
8033,0.12,0.195,0.544,0.035,0.058,0.12,0.509,0.178,0.043,0.541,0.459,nonDRNA
8034,0.104,0.174,0.593,0.051,0.044,0.104,0.569,0.179,0.024,0.617,0.383,nonDRNA
8035,0.171,0.205,0.428,0.054,0.105,0.171,0.462,0.276,0.042,0.452,0.548,nonDRNA
8036,0.167,0.228,0.456,0.061,0.096,0.167,0.509,0.272,0.053,0.509,0.491,nonDRNA
8037,0.165,0.188,0.447,0.029,0.065,0.165,0.424,0.241,0.018,0.459,0.541,nonDRNA
8038,0.112,0.213,0.485,0.036,0.065,0.112,0.45,0.195,0.012,0.527,0.473,nonDRNA
8039,0.115,0.19,0.543,0.046,0.075,0.115,0.519,0.207,0.035,0.512,0.488,nonDRNA
8040,0.138,0.212,0.452,0.024,0.09,0.138,0.424,0.21,0.021,0.443,0.557,nonDRNA
8041,0.137,0.175,0.491,0.034,0.103,0.137,0.474,0.214,0.026,0.453,0.547,nonDRNA
8042,0.15,0.283,0.31,0.044,0.08,0.15,0.416,0.274,0.088,0.496,0.504,nonDRNA
8043,0.096,0.219,0.551,0.067,0.113,0.096,0.545,0.196,0.017,0.61,0.39,nonDRNA
8044,0.147,0.143,0.543,0.069,0.116,0.147,0.502,0.229,0.016,0.443,0.557,nonDRNA
8045,0.111,0.197,0.538,0.06,0.111,0.111,0.453,0.188,0.026,0.538,0.462,nonDRNA
8046,0.143,0.19,0.56,0.083,0.067,0.143,0.492,0.242,0.036,0.571,0.429,nonDRNA
8047,0.171,0.207,0.442,0.028,0.083,0.171,0.447,0.226,0.032,0.382,0.618,nonDRNA
8048,0.148,0.215,0.511,0.045,0.069,0.148,0.502,0.218,0.036,0.52,0.48,nonDRNA
8049,0.141,0.236,0.482,0.045,0.085,0.141,0.477,0.206,0.065,0.487,0.513,nonDRNA
8050,0.133,0.217,0.504,0.046,0.071,0.133,0.517,0.217,0.033,0.467,0.533,nonDRNA
8051,0.113,0.211,0.519,0.068,0.1,0.113,0.526,0.228,0.038,0.491,0.509,nonDRNA
8052,0.099,0.126,0.677,0.031,0.022,0.099,0.619,0.13,0.031,0.691,0.309,nonDRNA
8053,0.159,0.229,0.463,0.05,0.071,0.159,0.457,0.239,0.053,0.457,0.543,nonDRNA
8054,0.127,0.182,0.512,0.07,0.121,0.127,0.491,0.236,0.03,0.498,0.502,nonDRNA
8055,0.112,0.2,0.531,0.043,0.052,0.112,0.541,0.187,0.04,0.531,0.469,nonDRNA
8056,0.119,0.218,0.525,0.03,0.066,0.119,0.536,0.174,0.039,0.541,0.459,nonDRNA
8057,0.105,0.151,0.598,0.037,0.041,0.105,0.534,0.174,0.037,0.571,0.429,nonDRNA
8058,0.106,0.156,0.564,0.032,0.05,0.106,0.528,0.17,0.041,0.573,0.427,nonDRNA
8059,0.131,0.197,0.516,0.046,0.1,0.131,0.501,0.191,0.057,0.45,0.55,nonDRNA
8060,0.12,0.18,0.543,0.022,0.075,0.12,0.521,0.184,0.052,0.554,0.446,nonDRNA
8061,0.151,0.219,0.432,0.021,0.099,0.151,0.49,0.229,0.042,0.406,0.594,nonDRNA
8062,0.147,0.145,0.563,0.076,0.057,0.147,0.541,0.238,0.027,0.536,0.464,nonDRNA
8063,0.084,0.188,0.595,0.055,0.061,0.084,0.586,0.168,0.052,0.586,0.414,nonDRNA
8064,0.147,0.19,0.448,0.029,0.115,0.147,0.455,0.247,0.039,0.434,0.566,nonDRNA
8065,0.117,0.187,0.502,0.044,0.114,0.117,0.509,0.223,0.033,0.498,0.502,nonDRNA
8066,0.121,0.213,0.519,0.056,0.093,0.121,0.491,0.222,0.019,0.54,0.46,nonDRNA
8067,0.137,0.184,0.557,0.042,0.094,0.137,0.561,0.193,0.028,0.443,0.557,nonDRNA
8068,0.114,0.153,0.587,0.052,0.065,0.114,0.533,0.188,0.024,0.564,0.436,nonDRNA
8069,0.119,0.165,0.573,0.029,0.05,0.119,0.536,0.178,0.033,0.582,0.418,nonDRNA
8070,0.108,0.201,0.538,0.049,0.074,0.108,0.531,0.199,0.034,0.538,0.462,nonDRNA
8071,0.125,0.157,0.526,0.057,0.07,0.125,0.541,0.214,0.062,0.529,0.471,nonDRNA
8072,0.152,0.161,0.491,0.058,0.096,0.152,0.464,0.239,0.045,0.493,0.507,nonDRNA
8073,0.152,0.188,0.49,0.042,0.075,0.152,0.49,0.212,0.045,0.528,0.472,nonDRNA
8074,0.134,0.168,0.573,0.069,0.053,0.134,0.569,0.218,0.042,0.489,0.511,nonDRNA
8075,0.108,0.175,0.542,0.047,0.04,0.108,0.545,0.209,0.03,0.529,0.471,nonDRNA
8076,0.114,0.203,0.533,0.02,0.073,0.114,0.508,0.179,0.041,0.581,0.419,nonDRNA
8077,0.026,0.237,0.526,0.026,0.184,0.026,0.553,0.211,0.026,0.447,0.553,nonDRNA
8078,0.136,0.225,0.462,0.047,0.104,0.136,0.468,0.209,0.035,0.491,0.509,nonDRNA
8079,0.121,0.231,0.503,0.045,0.085,0.121,0.492,0.186,0.075,0.508,0.492,nonDRNA
8080,0.101,0.23,0.496,0.036,0.086,0.101,0.511,0.18,0.05,0.561,0.439,nonDRNA
8081,0.147,0.147,0.561,0.034,0.031,0.147,0.546,0.187,0.034,0.531,0.469,nonDRNA
8082,0.141,0.179,0.492,0.04,0.065,0.141,0.479,0.222,0.04,0.502,0.498,nonDRNA
8083,0.112,0.2,0.545,0.035,0.098,0.112,0.528,0.19,0.032,0.532,0.468,nonDRNA
8084,0.228,0.198,0.338,0.051,0.036,0.228,0.347,0.33,0.025,0.462,0.538,nonDRNA
8085,0.181,0.128,0.499,0.051,0.075,0.181,0.469,0.251,0.016,0.421,0.579,nonDRNA
8086,0.142,0.212,0.511,0.022,0.073,0.142,0.504,0.182,0.033,0.412,0.588,nonDRNA
8087,0.109,0.194,0.527,0.027,0.079,0.109,0.506,0.173,0.052,0.542,0.458,nonDRNA
8088,0.128,0.198,0.484,0.05,0.136,0.128,0.464,0.218,0.037,0.425,0.575,nonDRNA
8089,0.109,0.225,0.55,0.07,0.047,0.109,0.581,0.194,0.039,0.643,0.357,nonDRNA
8090,0.125,0.167,0.539,0.049,0.061,0.125,0.51,0.197,0.03,0.497,0.503,nonDRNA
8091,0.14,0.212,0.528,0.062,0.083,0.14,0.513,0.249,0.052,0.544,0.456,nonDRNA
8092,0.12,0.201,0.554,0.044,0.06,0.12,0.594,0.169,0.048,0.55,0.45,nonDRNA
8093,0.165,0.19,0.473,0.054,0.084,0.165,0.492,0.259,0.048,0.487,0.513,nonDRNA
8094,0.127,0.199,0.511,0.047,0.077,0.127,0.511,0.223,0.04,0.519,0.481,nonDRNA
8095,0.126,0.176,0.532,0.032,0.045,0.126,0.491,0.185,0.036,0.532,0.468,nonDRNA
8096,0.1,0.1,0.664,0.086,0.073,0.1,0.591,0.191,0.032,0.573,0.427,nonDRNA
8097,0.122,0.187,0.544,0.044,0.062,0.122,0.521,0.205,0.028,0.544,0.456,nonDRNA
8098,0.163,0.134,0.545,0.067,0.096,0.163,0.528,0.25,0.047,0.469,0.531,nonDRNA
8099,0.128,0.208,0.497,0.039,0.095,0.128,0.503,0.226,0.03,0.491,0.509,nonDRNA
8100,0.112,0.235,0.538,0.064,0.064,0.112,0.514,0.227,0.048,0.59,0.41,nonDRNA
8101,0.146,0.219,0.458,0.05,0.113,0.146,0.498,0.223,0.056,0.465,0.535,nonDRNA
8102,0.188,0.171,0.453,0.026,0.06,0.188,0.453,0.265,0.034,0.53,0.47,nonDRNA
8103,0.07,0.156,0.699,0.051,0.082,0.07,0.667,0.145,0.035,0.529,0.471,nonDRNA
8104,0.133,0.153,0.555,0.047,0.036,0.133,0.549,0.201,0.04,0.583,0.417,nonDRNA
8105,0.132,0.155,0.579,0.066,0.076,0.132,0.521,0.216,0.034,0.537,0.463,nonDRNA
8106,0.107,0.179,0.5,0.064,0.085,0.107,0.538,0.192,0.03,0.564,0.436,nonDRNA
8107,0.139,0.201,0.508,0.034,0.096,0.139,0.489,0.195,0.031,0.492,0.508,nonDRNA
8108,0.116,0.198,0.532,0.053,0.088,0.116,0.53,0.189,0.015,0.558,0.442,nonDRNA
8109,0.124,0.264,0.418,0.045,0.088,0.124,0.47,0.219,0.019,0.545,0.455,nonDRNA
8110,0.127,0.241,0.519,0.055,0.086,0.127,0.543,0.206,0.052,0.488,0.512,nonDRNA
8111,0.11,0.16,0.551,0.067,0.103,0.11,0.494,0.219,0.046,0.5,0.5,nonDRNA
8112,0.183,0.163,0.49,0.052,0.065,0.183,0.516,0.275,0.078,0.477,0.523,nonDRNA
8113,0.105,0.26,0.502,0.049,0.09,0.105,0.506,0.193,0.035,0.531,0.469,nonDRNA
8114,0.156,0.198,0.449,0.037,0.147,0.156,0.458,0.288,0.03,0.391,0.609,nonDRNA
8115,0.124,0.16,0.58,0.076,0.032,0.124,0.588,0.204,0.016,0.592,0.408,nonDRNA
8116,0.123,0.155,0.593,0.062,0.04,0.123,0.577,0.198,0.02,0.661,0.339,nonDRNA
8117,0.135,0.21,0.484,0.027,0.083,0.135,0.472,0.2,0.033,0.48,0.52,nonDRNA
8118,0.155,0.198,0.5,0.05,0.097,0.155,0.496,0.229,0.05,0.488,0.512,nonDRNA
8119,0.151,0.183,0.484,0.064,0.09,0.151,0.51,0.263,0.051,0.497,0.503,nonDRNA
8120,0.13,0.145,0.57,0.073,0.083,0.13,0.57,0.223,0.016,0.508,0.492,nonDRNA
8121,0.135,0.27,0.422,0.046,0.127,0.135,0.494,0.236,0.059,0.464,0.536,nonDRNA
8122,0.108,0.188,0.556,0.052,0.067,0.108,0.513,0.204,0.022,0.545,0.455,nonDRNA
8123,0.139,0.215,0.471,0.036,0.09,0.139,0.471,0.202,0.049,0.466,0.534,nonDRNA
8124,0.163,0.233,0.378,0.042,0.074,0.163,0.43,0.255,0.044,0.45,0.55,nonDRNA
8125,0.089,0.241,0.489,0.04,0.06,0.089,0.499,0.208,0.03,0.677,0.323,nonDRNA
8126,0.111,0.174,0.584,0.049,0.092,0.111,0.535,0.177,0.027,0.541,0.459,nonDRNA
8127,0.112,0.246,0.502,0.049,0.124,0.112,0.538,0.223,0.062,0.444,0.556,nonDRNA
8128,0.145,0.172,0.494,0.047,0.091,0.145,0.487,0.23,0.043,0.481,0.519,nonDRNA
8129,0.135,0.196,0.517,0.071,0.103,0.135,0.532,0.233,0.034,0.52,0.48,nonDRNA
8130,0.094,0.208,0.517,0.047,0.101,0.094,0.523,0.168,0.034,0.517,0.483,nonDRNA
8131,0.182,0.182,0.495,0.051,0.061,0.182,0.545,0.263,0.061,0.455,0.545,nonDRNA
8132,0.132,0.16,0.525,0.042,0.052,0.132,0.505,0.205,0.035,0.582,0.418,nonDRNA
8133,0.053,0.294,0.504,0.053,0.118,0.053,0.5,0.167,0.048,0.575,0.425,nonDRNA
8134,0.15,0.214,0.507,0.021,0.021,0.15,0.557,0.214,0.064,0.536,0.464,nonDRNA
8135,0.067,0.244,0.622,0.089,0.133,0.067,0.711,0.2,0.044,0.533,0.467,nonDRNA
8136,0.143,0.195,0.5,0.074,0.092,0.143,0.489,0.25,0.048,0.526,0.474,nonDRNA
8137,0.132,0.178,0.488,0.048,0.104,0.132,0.475,0.232,0.024,0.512,0.488,nonDRNA
8138,0.114,0.159,0.578,0.051,0.087,0.114,0.5,0.201,0.042,0.518,0.482,nonDRNA
8139,0.139,0.216,0.487,0.038,0.111,0.139,0.489,0.216,0.044,0.523,0.477,nonDRNA
8140,0.146,0.249,0.434,0.065,0.091,0.146,0.459,0.266,0.045,0.487,0.513,nonDRNA
8141,0.131,0.178,0.572,0.051,0.068,0.131,0.559,0.195,0.03,0.551,0.449,nonDRNA
8142,0.149,0.254,0.43,0.05,0.085,0.149,0.456,0.246,0.047,0.487,0.513,nonDRNA
8143,0.171,0.231,0.412,0.042,0.082,0.171,0.422,0.258,0.039,0.467,0.533,nonDRNA
8144,0.171,0.231,0.412,0.042,0.082,0.171,0.422,0.258,0.04,0.466,0.534,nonDRNA
8145,0.136,0.237,0.407,0.051,0.076,0.136,0.517,0.237,0.11,0.525,0.475,nonDRNA
8146,0.131,0.233,0.491,0.045,0.067,0.131,0.502,0.216,0.039,0.55,0.45,nonDRNA
8147,0.108,0.169,0.578,0.065,0.057,0.108,0.539,0.186,0.022,0.593,0.407,nonDRNA
8148,0.089,0.165,0.66,0.065,0.168,0.089,0.581,0.186,0.041,0.44,0.56,nonDRNA
8149,0.108,0.172,0.516,0.032,0.075,0.108,0.581,0.161,0.022,0.516,0.484,nonDRNA
8150,0.15,0.204,0.447,0.044,0.054,0.15,0.416,0.235,0.031,0.522,0.478,nonDRNA
8151,0.115,0.189,0.509,0.052,0.125,0.115,0.499,0.204,0.023,0.539,0.461,nonDRNA
8152,0.109,0.157,0.607,0.05,0.045,0.109,0.542,0.199,0.027,0.609,0.391,nonDRNA
8153,0.125,0.357,0.375,0.036,0.036,0.125,0.482,0.214,0.179,0.714,0.286,nonDRNA
8154,0.13,0.186,0.492,0.031,0.099,0.13,0.489,0.224,0.043,0.511,0.489,nonDRNA
8155,0.142,0.179,0.519,0.071,0.065,0.142,0.534,0.225,0.031,0.565,0.435,nonDRNA
8156,0.18,0.242,0.427,0.045,0.09,0.18,0.455,0.242,0.022,0.427,0.573,nonDRNA
8157,0.099,0.167,0.58,0.02,0.078,0.099,0.553,0.167,0.034,0.577,0.423,nonDRNA
8158,0.138,0.159,0.539,0.063,0.077,0.138,0.522,0.225,0.024,0.524,0.476,nonDRNA
8159,0.147,0.198,0.475,0.04,0.045,0.147,0.503,0.22,0.051,0.514,0.486,nonDRNA
8160,0.107,0.13,0.531,0.006,0.096,0.107,0.48,0.164,0.023,0.525,0.475,nonDRNA
8161,0.149,0.172,0.493,0.019,0.088,0.149,0.47,0.2,0.019,0.465,0.535,nonDRNA
8162,0.135,0.199,0.481,0.05,0.124,0.135,0.45,0.249,0.019,0.528,0.472,nonDRNA
8163,0.135,0.202,0.478,0.05,0.124,0.135,0.45,0.249,0.019,0.53,0.47,nonDRNA
8164,0.112,0.186,0.569,0.054,0.082,0.112,0.566,0.189,0.075,0.501,0.499,nonDRNA
8165,0.171,0.171,0.446,0.028,0.083,0.171,0.409,0.239,0.05,0.444,0.556,nonDRNA
8166,0.106,0.271,0.433,0.043,0.072,0.106,0.469,0.191,0.03,0.495,0.505,nonDRNA
8167,0.137,0.18,0.522,0.042,0.065,0.137,0.497,0.218,0.04,0.516,0.484,nonDRNA
8168,0.143,0.26,0.417,0.06,0.066,0.143,0.454,0.218,0.026,0.501,0.499,nonDRNA
8169,0.123,0.202,0.511,0.072,0.077,0.123,0.518,0.227,0.046,0.475,0.525,nonDRNA
8170,0.112,0.212,0.51,0.05,0.071,0.112,0.519,0.191,0.021,0.544,0.456,nonDRNA
8171,0.165,0.19,0.487,0.051,0.098,0.165,0.491,0.244,0.032,0.427,0.573,nonDRNA
8172,0.132,0.188,0.547,0.079,0.101,0.132,0.51,0.219,0.016,0.575,0.425,nonDRNA
8173,0.134,0.235,0.453,0.036,0.121,0.134,0.524,0.195,0.059,0.505,0.495,nonDRNA
8174,0.125,0.143,0.58,0.069,0.049,0.125,0.587,0.214,0.022,0.563,0.437,nonDRNA
8175,0.154,0.209,0.47,0.057,0.115,0.154,0.491,0.264,0.029,0.491,0.509,nonDRNA
8176,0.128,0.194,0.5,0.056,0.095,0.128,0.516,0.234,0.036,0.474,0.526,nonDRNA
8177,0.146,0.209,0.466,0.047,0.131,0.146,0.464,0.264,0.021,0.481,0.519,nonDRNA
8178,0.116,0.199,0.509,0.055,0.09,0.116,0.474,0.234,0.009,0.543,0.457,nonDRNA
8179,0.123,0.191,0.531,0.042,0.097,0.123,0.492,0.197,0.036,0.518,0.482,nonDRNA
8180,0.125,0.185,0.527,0.038,0.09,0.125,0.508,0.212,0.043,0.481,0.519,nonDRNA
8181,0.141,0.194,0.464,0.047,0.078,0.141,0.498,0.26,0.044,0.451,0.549,nonDRNA
8182,0.1,0.189,0.605,0.038,0.031,0.1,0.574,0.151,0.027,0.581,0.419,nonDRNA
8183,0.106,0.188,0.547,0.041,0.048,0.106,0.545,0.195,0.035,0.534,0.466,nonDRNA
8184,0.097,0.15,0.611,0.062,0.058,0.097,0.588,0.186,0.058,0.544,0.456,nonDRNA
8185,0.062,0.298,0.48,0.08,0.064,0.062,0.468,0.156,0.021,0.638,0.362,nonDRNA
8186,0.128,0.189,0.539,0.045,0.065,0.128,0.496,0.202,0.05,0.499,0.501,nonDRNA
8187,0.151,0.195,0.495,0.046,0.059,0.151,0.51,0.223,0.026,0.544,0.456,nonDRNA
8188,0.124,0.194,0.507,0.041,0.111,0.124,0.502,0.194,0.051,0.493,0.507,nonDRNA
8189,0.167,0.181,0.549,0.049,0.076,0.167,0.542,0.222,0.049,0.549,0.451,nonDRNA
8190,0.134,0.193,0.521,0.036,0.062,0.134,0.503,0.202,0.039,0.497,0.503,nonDRNA
8191,0.125,0.214,0.485,0.03,0.083,0.125,0.47,0.202,0.042,0.473,0.527,nonDRNA
8192,0.119,0.162,0.564,0.057,0.043,0.119,0.537,0.212,0.046,0.555,0.445,nonDRNA
8193,0.121,0.19,0.532,0.074,0.095,0.121,0.53,0.228,0.038,0.513,0.487,nonDRNA
8194,0.134,0.192,0.525,0.065,0.067,0.134,0.521,0.213,0.03,0.516,0.484,nonDRNA
8195,0.13,0.212,0.502,0.069,0.069,0.13,0.545,0.247,0.035,0.532,0.468,nonDRNA
8196,0.162,0.276,0.411,0.065,0.081,0.162,0.465,0.276,0.043,0.492,0.508,nonDRNA
8197,0.197,0.197,0.394,0.014,0.085,0.197,0.38,0.232,0.028,0.352,0.648,nonDRNA
8198,0.117,0.175,0.534,0.031,0.063,0.117,0.48,0.188,0.027,0.516,0.484,nonDRNA
8199,0.121,0.175,0.558,0.046,0.081,0.121,0.552,0.196,0.026,0.585,0.415,nonDRNA
8200,0.104,0.199,0.517,0.047,0.066,0.104,0.512,0.19,0.052,0.507,0.493,nonDRNA
8201,0.127,0.214,0.497,0.052,0.064,0.127,0.52,0.225,0.035,0.514,0.486,nonDRNA
8202,0.125,0.152,0.564,0.08,0.067,0.125,0.547,0.227,0.019,0.545,0.455,nonDRNA
8203,0.115,0.182,0.523,0.053,0.083,0.115,0.518,0.207,0.017,0.523,0.477,nonDRNA
8204,0.133,0.218,0.43,0.067,0.139,0.133,0.455,0.267,0.067,0.448,0.552,nonDRNA
8205,0.123,0.2,0.46,0.043,0.106,0.123,0.481,0.226,0.068,0.451,0.549,nonDRNA
8206,0.101,0.129,0.618,0.028,0.067,0.101,0.539,0.135,0.051,0.573,0.427,nonDRNA
8207,0.108,0.226,0.529,0.046,0.082,0.108,0.541,0.178,0.038,0.522,0.478,nonDRNA
8208,0.12,0.197,0.517,0.043,0.126,0.12,0.517,0.189,0.037,0.489,0.511,nonDRNA
8209,0.116,0.194,0.523,0.046,0.079,0.116,0.565,0.199,0.023,0.551,0.449,nonDRNA
8210,0.145,0.212,0.466,0.062,0.105,0.145,0.458,0.26,0.062,0.509,0.491,nonDRNA
8211,0.079,0.173,0.63,0.03,0.108,0.079,0.592,0.146,0.029,0.521,0.479,nonDRNA
